Timestamp,Live Data,Predictions
2024-12-13 20:11:00,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.79, 'temp_min': 3.61, 'temp_max': 5.43, 'pressure': 1023, 'humidity': 93, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 8000, 'wind': {'speed': 2.06, 'deg': 130}, 'clouds': {'all': 100}, 'dt': 1734102147, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:11:11,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.79, 'temp_min': 3.61, 'temp_max': 5.43, 'pressure': 1023, 'humidity': 93, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 8000, 'wind': {'speed': 2.06, 'deg': 130}, 'clouds': {'all': 100}, 'dt': 1734102147, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:11:21,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.79, 'temp_min': 3.61, 'temp_max': 5.43, 'pressure': 1023, 'humidity': 93, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 8000, 'wind': {'speed': 2.06, 'deg': 130}, 'clouds': {'all': 100}, 'dt': 1734102147, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:11:32,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.79, 'temp_min': 3.61, 'temp_max': 5.43, 'pressure': 1023, 'humidity': 93, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 8000, 'wind': {'speed': 2.06, 'deg': 130}, 'clouds': {'all': 100}, 'dt': 1734102147, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:11:42,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:11:53,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:12:04,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:12:14,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:12:25,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:12:36,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:12:46,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:12:59,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:13:11,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:13:23,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:13:34,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:13:44,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:13:55,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:14:08,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.32, 'temp_min': 3.61, 'temp_max': 5.3, 'pressure': 1023, 'humidity': 92, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 2.57, 'deg': 140}, 'clouds': {'all': 100}, 'dt': 1734102204, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
2024-12-13 20:14:18,"{'coord': {'lon': -0.1257, 'lat': 51.5085}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 4.56, 'feels_like': 2.79, 'temp_min': 3.61, 'temp_max': 5.43, 'pressure': 1023, 'humidity': 93, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 8000, 'wind': {'speed': 2.06, 'deg': 130}, 'clouds': {'all': 100}, 'dt': 1734102083, 'sys': {'type': 2, 'id': 2075535, 'country': 'GB', 'sunrise': 1734076704, 'sunset': 1734105088}, 'timezone': 0, 'id': 2643743, 'name': 'London', 'cod': 200}","[7.08, 7.08, 7.08, 7.08, 7.08]"
